,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL
337,P48747,السلال الغذائية للأسر المتعففة,"158,100ر.س",19/09/2024,527,المواطنون,"12,742",جمعية زائد لحفظ النعمة بمحافظة احد المسارحة,أحد المسارحة,https://ehsan.sa/projects/0/47748?amount=null
338,P48751,الأجهزة الطبية للمرضى المتعففين,"80,250ر.س",18/09/2024,12,المواطنون والمقيمون بالمملكة,"8,318",الجمعية الخيرية لرعاية المرضى بالمنطقة الشرقية  ترابط,الدمام,https://ehsan.sa/projects/0/47752?amount=null
339,P48738,سقيا الماء لضيوف الرحمن,"198,000ر.س",15/09/2024,"198,000",المواطنون والمقيمون بالمملكة,"19,782",جمعية سقيا الحاج والمعتمر,مكة المكرمة,https://ehsan.sa/projects/0/47739?amount=null
340,P48724,ترميم منازل المتعففين,"315,000ر.س",13/09/2024,7,المواطنون,"21,941",جمعية التكافل النسائية بجازان,جازان,https://ehsan.sa/projects/0/47725?amount=null
341,P48700,عربات بيع الطعام للأسر المتعففة,"180,000ر.س",13/09/2024,4,المواطنون,"14,217",جمعية إمباري التطوعية,عقلة الصقور,https://ehsan.sa/projects/0/47701?amount=null
342,P48698,الأجهزة الكهربائية للمتعففين,"203,370ر.س",13/09/2024,98,المواطنون,"15,620",جمعية البر الخيرية بالرين,الرين,https://ehsan.sa/projects/0/47699?amount=null
343,P48726,السلال الغذائية للأسر المتعففة,"150,000ر.س",12/09/2024,234,المواطنون والمقيمون بالمملكة,"12,216",الخدمات الانسانية بمركز آل مشعان ابن عديس,عشيرة,https://ehsan.sa/projects/0/47727?amount=null
344,P48729,دعم المقبلين على الزواج,"50,000ر.س",11/09/2024,5,المواطنون,"4,017",جمعية البر الخيرية بالحيد,الحيد,https://ehsan.sa/projects/0/47730?amount=null
345,P48734,الأجهزة الطبية للمرضى المتعففين,"100,000ر.س",11/09/2024,50,المواطنون والمقيمون بالمملكة,"9,123",جمعية أصدقاء المرضى بمحافظة الرس,الرس,https://ehsan.sa/projects/0/47735?amount=null
346,P48732,المستلزمات المدرسية للطلاب,"31,500ر.س",11/09/2024,105,المواطنون,"1,198",عطاء العجلية للخدمات الانسانية,الأفلاج,https://ehsan.sa/projects/0/47733?amount=null
347,P48735,سقيا الماء للأسر المتعففة,"200,000ر.س",10/09/2024,200,المواطنون والمقيمون بالمملكة,"8,085",جمعية بذل للخدمات الإنسانية,الطائف,https://ehsan.sa/projects/0/47738?amount=null
348,P48725,الرعاية الصحية للمرضى المتعففين,"240,000ر.س",10/09/2024,480,المواطنون,"17,897",جمعية نبض الحياة الصحية بمحافظة بقعاء,بقعاء,https://ehsan.sa/projects/0/47726?amount=null
349,P48722,إكرام الموتى,"100,000ر.س",10/09/2024,20,المواطنون والمقيمون بالمملكة,"9,258",جمعية الجوف لإكرام الموتى,الجوف,https://ehsan.sa/projects/0/47723?amount=null
350,P48720,دعم المقبلين على الزواج,"70,000ر.س",09/09/2024,7,المواطنون,"3,252",الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/47722?amount=null
351,P48699,كفالة الأرامل والمطلقات,"316,800ر.س",09/09/2024,44,المواطنون,"23,742",جمعية وثيلان الخيرية,ساجر,https://ehsan.sa/projects/0/47700?amount=null
352,P48705,غرس الأشجار,"100,000ر.س",08/09/2024,"15,000",المواطنون,"13,957",جمعية التنمية الإجتماعية ببني حسن,بني حسن,https://ehsan.sa/projects/0/47706?amount=null
353,P48715,سداد إيجار منازل الأسر المتعففة,"300,000ر.س",08/09/2024,60,المواطنون,"25,191",جمعية البر الخيرية بوادي ليه,السر,https://ehsan.sa/projects/0/47716?amount=null
354,P48690,الكفالة التعليمية للطلاب المتعففين,"330,000ر.س",08/09/2024,"3,000",المواطنون والمقيمون بالمملكة,"21,921",جمعية البرهان لخدمة السنة والقران,الرياض,https://ehsan.sa/projects/0/47692?amount=null
355,P48718,حلقات تحفيظ القرآن الكريم للسجناء,"360,000ر.س",07/09/2024,12,المواطنون,"50,632",جمعية تحفيظ القرآن الكريم بالرياض مكنون,الرياض,https://ehsan.sa/projects/0/47719?amount=null
356,P48719,المستلزمات المدرسية للطلاب,"176,000ر.س",07/09/2024,400,المقيمون بالمملكة,"20,837",جمعية الصفا الخيرية للخدمات الاجتماعية,صفوى,https://ehsan.sa/projects/0/47720?amount=null
357,P48716,ترميم مساكن الأسر المتعففة,"225,000ر.س",06/09/2024,15,المواطنون,"22,342",جمعية سين للإسكان التنموي,الرياض,https://ehsan.sa/projects/0/47717?amount=null
358,P48703,السلال الغذائية للأسر المتعففة,"200,000ر.س",06/09/2024,221,المواطنون والمقيمون بالمملكة,"14,859",جمعية زاد لحفظ النعمة بالمجمعة,المجمعة,https://ehsan.sa/projects/0/47704?amount=null
359,P48676,تأثيث منازل الأسر المتعففة,"250,000ر.س",06/09/2024,25,المواطنون,"16,825",جمعية داعم للاسكان التنموي,حائل,https://ehsan.sa/projects/0/47677?amount=null
360,P48714,المستلزمات الطبية للمرضى المتعففين,"245,000ر.س",06/09/2024,306,المواطنون والمقيمون بالمملكة,"17,657",الامير مشعل بن عبدالله لذوي الاحتياجات الخاصة شمعة أمل,نجران,https://ehsan.sa/projects/0/47715?amount=null
361,P48708,كفالة دعاة الجاليات,"35,000ر.س",06/09/2024,2,المواطنون والمقيمون بالمملكة,"3,759",جمعية الدعوة والإرشاد وتوعية الجاليات بمحافظة بلقرن,بلقرن,https://ehsan.sa/projects/0/47714?amount=null
362,P48706,التكفل بالعمرة للمتعففين,"96,000ر.س",04/09/2024,120,المواطنون والمقيمون بالمملكة,"12,032",جمعية الدعوية التوعوية في الأفلاج,الأفلاج,https://ehsan.sa/projects/0/47707?amount=null
363,P48717,سقيا الماء للأسر المتعففة,"200,000ر.س",04/09/2024,670,المواطنون والمقيمون بالمملكة,"23,166",جمعية البر الأهلية ببني كبير,بني كبير,https://ehsan.sa/projects/0/47718?amount=null
364,P48701,دعم المقبلين على الزواج,"70,000ر.س",03/09/2024,7,المواطنون,"6,302",جمعية قرن ظبي الخيرية للخدمات الاجتماعية,قرن ظبي,https://ehsan.sa/projects/0/47702?amount=null
365,P48707,الحقيبة المدرسية للطلاب المتعففين,"105,000ر.س",03/09/2024,300,المواطنون,"13,398",جمعية التنمية الاهلية بشمال سكاكا,سكاكا,https://ehsan.sa/projects/0/47708?amount=null
366,P48704,سقيا الماء للأسر المتعففة,"72,000ر.س",02/09/2024,45,المواطنون,"6,698",جمعية الخدمات الإنسانية بأم القلبان,حائل,https://ehsan.sa/projects/0/47705?amount=null
367,P48702,إعانة أسر السجناء,"15,000ر.س",01/09/2024,3,المواطنون,"1,669",جمعية البر الخيرية بوادي ليه,الطائف,https://ehsan.sa/projects/0/47703?amount=null
368,P48689,المنح الدراسية للطلاب المتعففين,"500,000ر.س",01/09/2024,13,المواطنون,"30,160",جمعية دعم التعليم تعلم,الرياض,https://ehsan.sa/projects/0/47690?amount=null
369,P48645,ترميم مساكن الأسر المتعففة,"375,000ر.س",01/09/2024,15,المواطنون,"25,778",جمعية نمو السكني بعقلة الصقور,عقلة الصقور,https://ehsan.sa/projects/0/47646?amount=null
370,P48677,توفير المساكن للطلاب,"160,000ر.س",01/09/2024,96,المقيمون بالمملكة,"12,328",جمعية النخب العلمية,بريدة,https://ehsan.sa/projects/0/47678?amount=null
371,P48695,غرس الأشجار,"100,000ر.س",01/09/2024,"10,000",المواطنون والمقيمون بالمملكة,"13,548",العناية بالبيئة في الافلاج,الأفلاج,https://ehsan.sa/projects/0/47696?amount=null
372,P48644,دعم الأسر المنتجة,"85,000ر.س",01/09/2024,49,المواطنون,"7,649",جمعية التنمية الأهلية بصمخ,بيشة,https://ehsan.sa/projects/0/47645?amount=null
373,P48696,كفالة الأرامل والمطلقات,"282,000ر.س",01/09/2024,47,المواطنون,"19,385",جمعية البر الخيرية بالأضارع,الأضارع,https://ehsan.sa/projects/0/47697?amount=null
374,P48697,الزي المدرسي للطلاب المتعففين,"150,000ر.س",31/08/2024,300,المواطنون,"11,109",جمعية ارطاوي الرقاص الاهلية,ساجر,https://ehsan.sa/projects/0/47698?amount=null
375,P48694,التكفل بالعمرة للمتعففين,"49,000ر.س",30/08/2024,980,المواطنون والمقيمون بالمملكة,"3,462",جمعية الدعوة والارشاد وتوعية الجاليات بالفرعة ببني سار,بني سار,https://ehsan.sa/projects/0/47695?amount=null
376,P48683,تموين الأسر المتعففة,"300,000ر.س",30/08/2024,"10,000",المواطنون والمقيمون بالمملكة,"18,110",جمعية حفظ النعمة,نجران,https://ehsan.sa/projects/0/47684?amount=null
377,P48692,سقيا الماء للأسر المتعففة,"400,000ر.س",30/08/2024,"2,000",المواطنون,"31,525",الجمعية الخيرية بمحايل عسير,محايل عسير,https://ehsan.sa/projects/0/47693?amount=null
378,P48693,التكفل بالعمرة للمتعففين,"203,000ر.س",30/08/2024,290,المواطنون والمقيمون بالمملكة,"17,120",جمعية الدعوة والإرشاد وتوعية الجاليات بصناعية نجران إشراقة,نجران,https://ehsan.sa/projects/0/47694?amount=null
379,P48641,غرس الأشجار,"150,000ر.س",30/08/2024,"10,000",المواطنون والمقيمون بالمملكة,"14,103",جمعية التنمية الأهلية بالمضايا,المضايا,https://ehsan.sa/projects/0/47642?amount=null
380,P48687,كفالة دعاة الجاليات,"72,000ر.س",29/08/2024,2,المقيمون بالمملكة,"6,488",جمعية الدعوة والإرشاد وتوعية الجاليات بجنوب بيشة,بيشة,https://ehsan.sa/projects/0/47688?amount=null
381,P48688,كفالة دور التحفيظ النسائية,"104,000ر.س",29/08/2024,48,المواطنون والمقيمون بالمملكة,"7,888",جمعية تحفيظ القران الكريم في محافظة المجاردة,المجاردة,https://ehsan.sa/projects/0/47689?amount=null
382,P48672,دعم المقبلين على الزواج,"200,000ر.س",28/08/2024,20,المواطنون,"10,190",جمعية الزواج والتنمية الأسرية بالطائف,الطائف,https://ehsan.sa/projects/0/47673?amount=null
383,P48669,الأجهزة الكهربائية للمتعففين,"36,758ر.س",28/08/2024,27,المواطنون,"1,876",جمعية البر الخيرية بيبس,يبس,https://ehsan.sa/projects/0/47671?amount=null
384,P48686,كفالة أمهات الأيتام,"300,000ر.س",28/08/2024,44,المواطنون والمقيمون بالمملكة,"14,404",جمعية رعاية الأيتام بالرس,الرس,https://ehsan.sa/projects/0/47687?amount=null
385,P48681,الحقيبة المدرسية للطلاب المتعففين,"144,200ر.س",28/08/2024,"2,060",المواطنون,"6,905",جمعية البر الخيرية بالمجمعة,المجمعة,https://ehsan.sa/projects/0/47682?amount=null
386,P48685,التكفل بالعمرة للمتعففين,"40,200ر.س",28/08/2024,288,المواطنون والمقيمون بالمملكة,"2,108",جمعية الدعوة والارشاد وتوعية الجاليات بتمير,تمير,https://ehsan.sa/projects/0/47686?amount=null
